50
0,1061109567,1061109567,1061109567,1061109567,1061109567,6,1061109567,1061109567,1061109567,1061109567,9,2,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,7,15,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,11,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,12,16,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,11
15,0,15,1061109567,1061109567,13,1061109567,4,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,11,12,13,17,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,10,13,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,4,18,17,1061109567
1061109567,1061109567,0,16,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,2,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,14,6,1061109567,1061109567,8,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,8,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,12,5,15,1061109567,1061109567,16,16
1061109567,1061109567,1061109567,0,1061109567,1061109567,5,1061109567,1061109567,1061109567,1061109567,18,1061109567,1061109567,1061109567,1061109567,14,18,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,11,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,7,1061109567,3,2,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567
16,1061109567,3,1061109567,0,1061109567,1061109567,2,1061109567,1061109567,12,1061109567,1061109567,1061109567,1061109567,1061109567,6,11,1061109567,1061109567,19,1061109567,2,1061109567,1061109567,1061109567,1061109567,1061109567,9,1061109567,1061109567,16,4,1061109567,1061109567,1061109567,1061109567,4,1061109567,1061109567,20,1061109567,1061109567,1061109567,1061109567,1061109567,5,2,6,1061109567
1061109567,7,1061109567,1061109567,1061109567,0,1061109567,5,1061109567,1061109567,11,1061109567,1061109567,4,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,17,1061109567,1061109567,1061109567,1,1061109567,8,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,13,12,1061109567,1061109567,11,1061109567,1061109567,17,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567
11,1061109567,1061109567,1061109567,10,16,0,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,4,1061109567,1061109567,1061109567,18,1061109567,8,13,1061109567,1061109567,1061109567,1061109567,15,18,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,19,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,11
1061109567,1061109567,1061109567,15,18,1061109567,1061109567,0,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,10,1061109567,1061109567,1061109567,1061109567,1061109567,10,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,2,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,15,1061109567,1061109567,1061109567,1061109567
1061109567,1061109567,1061109567,6,13,7,1061109567,1061109567,0,16,1061109567,1061109567,2,1061109567,1061109567,19,1061109567,13,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,17,1061109567,20,15,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,6,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,11,13,1061109567,1061109567,1061109567,3,1061109567,1061109567
1061109567,17,1061109567,1061109567,1061109567,1061109567,7,1061109567,1061109567,0,1061109567,1061109567,12,20,1061109567,1061109567,12,7,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,13,1061109567,18,1061109567,4,1061109567,1061109567,15,11,1061109567,1061109567,1061109567,12,1061109567,1061109567,1061109567,1061109567,5,1061109567,1061109567,1061109567,1061109567,1061109567,18,1061109567
1061109567,1,1061109567,2,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,0,1061109567,1061109567,16,1061109567,16,1061109567,1061109567,1061109567,8,10,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,8,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,3,1061109567,1061109567,1061109567,20,1061109567,1061109567,5,1061109567,1061109567,1061109567,1061109567,1061109567
