100
0,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,50,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,21,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,23,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,31,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,26,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,30,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,41,1061109567,1061109567,1061109567
1061109567,0,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,16,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,32,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,24,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,41,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,46,1061109567,18,1061109567,10,1061109567,1061109567,34,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,23,39,1061109567,1061109567,1061109567,30,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,40,28,1061109567,1061109567,1061109567,1061109567,11,41,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,40,1061109567,44,1061109567,1061109567
1061109567,1061109567,0,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,34,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,50,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,14,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,48,1061109567,44,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,22,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,42,1061109567,1061109567,41,1061109567,1061109567,30,1061109567,44,1061109567,50,1061109567
1061109567,1061109567,1061109567,0,1061109567,1061109567,1061109567,1061109567,47,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,50,1061109567,1061109567,18,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,42,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,50,1061109567,1061109567,15,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,40,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,24,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,43,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567
32,1061109567,1061109567,1061109567,0,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,14,1061109567,1061109567,15,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,31,39,1061109567,1061109567,45,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,16,1061109567,1061109567,1061109567,27,1061109567,1061109567,1061109567,1061109567,1061109567,26,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,31,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,40,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567
1061109567,1061109567,1061109567,1061109567,1061109567,0,1061109567,19,1061109567,1061109567,1061109567,1061109567,46,18,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,49,1061109567,38,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,31,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,45,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,21,1061109567,1061109567,1061109567,37,1061109567
38,1061109567,1061109567,1061109567,1061109567,1061109567,0,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,33,1061109567,1061109567,42,1061109567,1061109567,1061109567,30,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,12,1061109567,1061109567,1061109567,1061109567,37,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,19,32,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567
1061109567,1061109567,29,1061109567,1061109567,1061109567,1061109567,0,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,23,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,46,1061109567,1061109567,1061109567,30,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,35,20,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,29,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,46,39,21,1061109567,26,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,19,1061109567,1061109567
1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,0,1061109567,1061109567,44,1061109567,1061109567,40,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,22,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,10,1061109567,24,1061109567,1061109567,1061109567,1061109567,1061109567,15,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,17,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,32,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,50,1061109567,1061109567,1061109567
43,1061109567,1061109567,1061109567,1061109567,33,1061109567,14,27,0,22,1061109567,1061109567,41,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,41,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,41,36,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,36,1061109567,1061109567,1061109567,1061109567,27,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,20,1061109567,1061109567,1061109567,1061109567,43,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,23,1061109567,1061109567,1061109567,1061109567,38,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567
